Game of the Rope - Description of the internal state

Ref Coa 1 Cont 1 Cont 2 Cont 3 Cont 4 Cont 5 Coa 2 Cont 1 Cont 2 Cont 3 Cont 4 Cont 5 Trial
Sta  Stat Sta SG Sta SG Sta SG Sta SG Sta SG  Stat Sta SG Sta SG Sta SG Sta SG Sta SG 3 2 1 . 1 2 3 NB PS
WFTC    WT STB -2 DYB  7 STB 14 STB 10 DYB  6    WT STB 15 DYB  0 STB 15 DYB 13 STB  3 - - - . - - -  6  4
WFTC    WT STB -2 DYB  7 STB 14 STB 10 STB  6    WT STB 15 DYB  0 STB 15 DYB 13 STB  3 - - - . - - -  6  4
WFTC    WT STB -2 DYB  7 STB 14 STB 10 STB  6    WT STB 15 DYB  0 STB 15 STB 13 STB  3 - - - . - - -  6  4
WFTC    WT STB -2 STB  7 STB 14 STB 10 STB  6    WT STB 15 DYB  0 STB 15 STB 13 STB  3 - - - . - - -  6  4
WFTC    WT STB -2 STB  7 STB 14 STB 10 STB  6    WT STB 15 STB  0 STB 15 STB 13 STB  3 - - - . - - -  6  4
WFTC    WT STB -1 STB  6 STB 15 STB  9 STB  5    WT STB 15 STB  0 STB 15 STB 13 STB  3 - - - . - - -  6  4
WFTC  WFRC STB -1 STB  6 STB 15 STB  9 STB  5  WFRC STB 16 STB -1 STB 14 STB 12 STB  4 - - - . - - -  6  4
WFTC  WFRC STB -1 STB  6 STB 15 STB  9 STB  5  WFRC STB 16 STB -1 STB 14 STB 12 STB  4 - - - . - - -  6  4
EOG  WFRC STB -1 STB  6 STB 15 STB  9 STB  5  WFRC STB 16 STB -1 STB 14 STB 12 STB  4 - - - . - - -  6  4
Game 1 was won by team 2 by knock out in 6 trials.
Game 2
Ref Coa 1 Cont 1 Cont 2 Cont 3 Cont 4 Cont 5 Coa 2 Cont 1 Cont 2 Cont 3 Cont 4 Cont 5 Trial
Sta  Stat Sta SG Sta SG Sta SG Sta SG Sta SG  Stat Sta SG Sta SG Sta SG Sta SG Sta SG 3 2 1 . 1 2 3 NB PS
SOG  WFRC STB -1 STB  6 STB 15 STB  9 STB  5  WFRC STB 16 STB -1 STB 14 STB 12 STB  4 - - - . - - -  1  0
 TR  WFRC STB -1 STB  6 STB 15 STB  9 STB  5  WFRC STB 16 STB -1 STB 14 STB 12 STB  4 - - - . - - -  1  0
 TR    AT STB -1 STB  6 STB 15 STB  9 STB  5  WFRC STB 16 STB -1 STB 14 STB 12 STB  4 - - - . - - -  1  0
 TR    AT STB -1 STB  6 STB 15 STB  9 STB  5    AT STB 16 STB -1 STB 14 STB 12 STB  4 - - - . - - -  1  0
 TR    AT STB -1 STB  6 STB 15 STB  9 STB  5    AT STB 16 STB -1 STB 14 STB 12 SIP  4 - - - . 10 - -  1  0
 TR    AT SIP -1 STB  6 STB 15 STB  9 STB  5    AT STB 16 STB -1 STB 14 STB 12 SIP  4 1 - - . 10 - -  1  0
 TR    AT SIP -1 STB  6 SIP 15 STB  9 STB  5    AT STB 16 STB -1 STB 14 STB 12 SIP  4 1 3 - . 10 - -  1  0
 TR    AT SIP -1 STB  6 SIP 15 STB  9 SIP  5    AT STB 16 STB -1 STB 14 STB 12 SIP  4 1 3 5 . 10 - -  1  0
 TR    AT SIP -1 STB  6 SIP 15 STB  9 SIP  5    AT STB 16 STB -1 SIP 14 STB 12 SIP  4 1 3 5 . 10 8 -  1  0
 TR    AT SIP -1 STB  6 SIP 15 STB  9 SIP  5    AT STB 16 STB -1 SIP 14 SIP 12 SIP  4 1 3 5 . 10 8 9  1  0
 TR    WT SIP -1 STB  6 SIP 15 STB  9 SIP  5    AT STB 16 STB -1 SIP 14 SIP 12 SIP  4 1 3 5 . 10 8 9  1  0
 TR    WT SIP -1 STB  6 SIP 15 STB  9 SIP  5    WT STB 16 STB -1 SIP 14 SIP 12 SIP  4 1 3 5 . 10 8 9  1  0
WFTC    WT SIP -1 STB  6 SIP 15 STB  9 SIP  5    WT STB 16 STB -1 SIP 14 SIP 12 SIP  4 1 3 5 . 10 8 9  1  0
WFTC    WT DYB -1 STB  6 DYB 15 STB  9 DYB  5    WT STB 16 STB -1 DYB 14 DYB 12 DYB  4 1 3 5 . 10 8 9  1  0
WFTC    WT DYB -1 STB  6 DYB 15 STB  9 DYB  5    WT STB 16 STB -1 DYB 14 DYB 12 DYB  4 1 3 5 . 10 8 9  1  0
WFTC    WT DYB -1 STB  6 DYB 15 STB  9 DYB  5    WT STB 16 STB -1 DYB 14 DYB 12 DYB  4 1 3 5 . 10 8 9  1  0
WFTC    WT DYB -1 STB  6 DYB 15 STB  9 DYB  5    WT STB 16 STB -1 DYB 14 DYB 12 DYB  4 1 3 5 . 10 8 9  1  0
WFTC    WT DYB -1 STB  6 DYB 15 STB  9 DYB  5    WT STB 16 STB -1 DYB 14 DYB 12 DYB  4 1 3 5 . 10 8 9  1  0
WFTC    WT DYB -1 STB  6 DYB 15 STB  9 DYB  5    WT STB 16 STB -1 DYB 14 DYB 12 DYB  4 1 3 5 . 10 8 9  1  0
WFTC    WT DYB -1 STB  6 DYB 15 STB  9 DYB  5    WT STB 16 STB -1 DYB 14 DYB 12 DYB  4 1 3 5 . 10 8 9  1  1
WFTC    WT DYB -1 STB  6 DYB 15 STB  9 DYB  5    WT STB 16 STB -1 DYB 14 DYB 12 STB  4 - - - . - - -  1  1
WFTC    WT STB -1 STB  6 DYB 15 STB  9 DYB  5    WT STB 16 STB -1 STB 14 DYB 12 STB  4 - - - . - - -  1  1
WFTC    WT STB -1 STB  6 STB 15 STB  9 DYB  5    WT STB 16 STB -1 STB 14 DYB 12 STB  4 - - - . - - -  2  1
WFTC    WT STB -1 STB  6 STB 15 STB  9 DYB  5    WT STB 16 STB -1 STB 14 STB 12 STB  4 - - - . - - -  2  1
WFTC    WT STB -1 STB  6 STB 15 STB  9 STB  5    WT STB 16 STB -1 STB 14 STB 12 STB  4 - - - . - - -  2  1
WFTC    WT STB -1 STB  6 STB 15 STB  9 STB  5  WFRC STB 17 STB  0 STB 13 STB 11 STB  3 - - - . - - -  2  1
WFTC  WFRC STB -2 STB  7 STB 14 STB 10 STB  4  WFRC STB 17 STB  0 STB 13 STB 11 STB  3 - - - . - - -  2  1
WFTC  WFRC STB -2 STB  7 STB 14 STB 10 STB  4  WFRC STB 17 STB  0 STB 13 STB 11 STB  3 - - - . - - -  2  1
 TR  WFRC STB -2 STB  7 STB 14 STB 10 STB  4  WFRC STB 17 STB  0 STB 13 STB 11 STB  3 - - - . - - -  2  1
 TR  WFRC STB -2 STB  7 STB 14 STB 10 STB  4    AT STB 17 STB  0 STB 13 STB 11 STB  3 - - - . - - -  2  1
 TR    AT STB -2 STB  7 STB 14 STB 10 STB  4    AT STB 17 STB  0 STB 13 STB 11 STB  3 - - - . - - -  2  1
 TR    AT STB -2 STB  7 STB 14 SIP 10 STB  4    AT STB 17 STB  0 STB 13 STB 11 STB  3 4 - - . - - -  2  1
 TR    AT STB -2 STB  7 STB 14 SIP 10 STB  4    AT SIP 17 STB  0 STB 13 STB 11 STB  3 4 - - . 6 - -  2  1
 TR    AT SIP -2 STB  7 STB 14 SIP 10 STB  4    AT SIP 17 STB  0 STB 13 STB 11 STB  3 4 1 - . 6 - -  2  1
 TR    AT SIP -2 STB  7 STB 14 SIP 10 STB  4    AT SIP 17 SIP  0 STB 13 STB 11 STB  3 4 1 - . 6 7 -  2  1
 TR    AT SIP -2 STB  7 SIP 14 SIP 10 STB  4    AT SIP 17 SIP  0 STB 13 STB 11 STB  3 4 1 3 . 6 7 -  2  1
 TR    AT SIP -2 STB  7 SIP 14 SIP 10 STB  4    AT SIP 17 SIP  0 STB 13 STB 11 SIP  3 4 1 3 . 6 7 10  2  1
 TR    AT SIP -2 STB  7 SIP 14 SIP 10 STB  4    WT SIP 17 SIP  0 STB 13 STB 11 SIP  3 4 1 3 . 6 7 10  2  1
 TR    WT SIP -2 STB  7 SIP 14 SIP 10 STB  4    WT SIP 17 SIP  0 STB 13 STB 11 SIP  3 4 1 3 . 6 7 10  2  1
WFTC    WT SIP -2 STB  7 SIP 14 SIP 10 STB  4    WT SIP 17 SIP  0 STB 13 STB 11 SIP  3 4 1 3 . 6 7 10  2  1
WFTC    WT SIP -2 STB  7 SIP 14 DYB 10 STB  4    WT DYB 17 DYB  0 STB 13 STB 11 SIP  3 4 1 3 . 6 7 10  2  1
WFTC    WT DYB -2 STB  7 DYB 14 DYB 10 STB  4    WT DYB 17 DYB  0 STB 13 STB 11 DYB  3 4 1 3 . 6 7 10  2  1
WFTC    WT DYB -2 STB  7 DYB 14 DYB 10 STB  4    WT DYB 17 DYB  0 STB 13 STB 11 DYB  3 4 1 3 . 6 7 10  2  1
WFTC    WT DYB -2 STB  7 DYB 14 DYB 10 STB  4    WT DYB 17 DYB  0 STB 13 STB 11 DYB  3 4 1 3 . 6 7 10  2  1
WFTC    WT DYB -2 STB  7 DYB 14 DYB 10 STB  4    WT DYB 17 DYB  0 STB 13 STB 11 DYB  3 4 1 3 . 6 7 10  2  1
WFTC    WT DYB -2 STB  7 DYB 14 DYB 10 STB  4    WT DYB 17 DYB  0 STB 13 STB 11 DYB  3 4 1 3 . 6 7 10  2  1
WFTC    WT DYB -2 STB  7 DYB 14 DYB 10 STB  4    WT DYB 17 DYB  0 STB 13 STB 11 DYB  3 4 1 3 . 6 7 10  2  0
WFTC    WT DYB -2 STB  7 DYB 14 STB 10 STB  4    WT STB 17 DYB  0 STB 13 STB 11 DYB  3 - - - . - - -  3  0
WFTC    WT STB -2 STB  7 DYB 14 STB 10 STB  4    WT STB 17 DYB  0 STB 13 STB 11 DYB  3 - - - . - - -  3  0
WFTC    WT STB -2 STB  7 DYB 14 STB 10 STB  4    WT STB 17 STB  0 STB 13 STB 11 DYB  3 - - - . - - -  3  0
WFTC    WT STB -2 STB  7 STB 14 STB 10 STB  4    WT STB 17 STB  0 STB 13 STB 11 DYB  3 - - - . - - -  3  0
WFTC    WT STB -3 STB  8 STB 13 STB  9 STB  5    WT STB 17 STB  0 STB 13 STB 11 DYB  3 - - - . - - -  3  0
WFTC  WFRC STB -3 STB  8 STB 13 STB  9 STB  5    WT STB 17 STB  0 STB 13 STB 11 STB  3 - - - . - - -  3  0
WFTC  WFRC STB -3 STB  8 STB 13 STB  9 STB  5    WT STB 17 STB  0 STB 13 STB 11 STB  3 - - - . - - -  3  0
WFTC  WFRC STB -3 STB  8 STB 13 STB  9 STB  5  WFRC STB 16 STB -1 STB 14 STB 12 STB  2 - - - . - - -  3  0
WFTC    AT STB -3 STB  8 STB 13 STB  9 STB  5  WFRC STB 16 STB -1 STB 14 STB 12 STB  2 - - - . - - -  3  0
 TR    AT STB -3 STB  8 STB 13 STB  9 STB  5  WFRC STB 16 STB -1 STB 14 STB 12 STB  2 - - - . - - -  3  0
 TR    AT STB -3 STB  8 STB 13 STB  9 SIP  5  WFRC STB 16 STB -1 STB 14 STB 12 STB  2 5 - - . - - -  3  0
 TR    AT STB -3 STB  8 STB 13 STB  9 SIP  5  WFRC STB 16 STB -1 STB 14 STB 12 SIP  2 5 - - . 10 - -  3  0
 TR    AT STB -3 STB  8 STB 13 SIP  9 SIP  5  WFRC STB 16 STB -1 STB 14 STB 12 SIP  2 5 4 - . 10 - -  3  0
 TR    AT SIP -3 STB  8 STB 13 SIP  9 SIP  5  WFRC STB 16 STB -1 STB 14 STB 12 SIP  2 5 4 1 . 10 - -  3  0
 TR    AT SIP -3 STB  8 STB 13 SIP  9 SIP  5    AT STB 16 STB -1 STB 14 STB 12 SIP  2 5 4 1 . 10 - -  3  0
 TR    AT SIP -3 STB  8 STB 13 SIP  9 SIP  5    AT STB 16 STB -1 SIP 14 STB 12 SIP  2 5 4 1 . 10 8 -  3  0
 TR    AT SIP -3 STB  8 STB 13 SIP  9 SIP  5    AT SIP 16 STB -1 SIP 14 STB 12 SIP  2 5 4 1 . 10 8 6  3  0
 TR    WT SIP -3 STB  8 STB 13 SIP  9 SIP  5    AT SIP 16 STB -1 SIP 14 STB 12 SIP  2 5 4 1 . 10 8 6  3  0
 TR    WT SIP -3 STB  8 STB 13 SIP  9 SIP  5    WT SIP 16 STB -1 SIP 14 STB 12 SIP  2 5 4 1 . 10 8 6  3  0
WFTC    WT SIP -3 STB  8 STB 13 SIP  9 SIP  5    WT SIP 16 STB -1 SIP 14 STB 12 SIP  2 5 4 1 . 10 8 6  3  0
WFTC    WT SIP -3 STB  8 STB 13 DYB  9 DYB  5    WT DYB 16 STB -1 DYB 14 STB 12 DYB  2 5 4 1 . 10 8 6  3  0
WFTC    WT DYB -3 STB  8 STB 13 DYB  9 DYB  5    WT DYB 16 STB -1 DYB 14 STB 12 DYB  2 5 4 1 . 10 8 6  3  0
WFTC    WT DYB -3 STB  8 STB 13 DYB  9 DYB  5    WT DYB 16 STB -1 DYB 14 STB 12 DYB  2 5 4 1 . 10 8 6  3  0
WFTC    WT DYB -3 STB  8 STB 13 DYB  9 DYB  5    WT DYB 16 STB -1 DYB 14 STB 12 DYB  2 5 4 1 . 10 8 6  3  0
WFTC    WT DYB -3 STB  8 STB 13 DYB  9 DYB  5    WT DYB 16 STB -1 DYB 14 STB 12 DYB  2 5 4 1 . 10 8 6  3  0
WFTC    WT DYB -3 STB  8 STB 13 DYB  9 DYB  5    WT DYB 16 STB -1 DYB 14 STB 12 DYB  2 5 4 1 . 10 8 6  3  0
WFTC    WT DYB -3 STB  8 STB 13 DYB  9 DYB  5    WT DYB 16 STB -1 DYB 14 STB 12 DYB  2 5 4 1 . 10 8 6  3  1
WFTC    WT DYB -3 STB  8 STB 13 DYB  9 STB  5    WT DYB 16 STB -1 DYB 14 STB 12 STB  2 - - - . - - -  3  1
WFTC    WT DYB -3 STB  8 STB 13 STB  9 STB  5    WT DYB 16 STB -1 DYB 14 STB 12 STB  2 - - - . - - -  3  1
WFTC    WT DYB -3 STB  8 STB 13 STB  9 STB  5    WT STB 16 STB -1 DYB 14 STB 12 STB  2 - - - . - - -  4  1
WFTC    WT STB -3 STB  8 STB 13 STB  9 STB  5    WT STB 16 STB -1 DYB 14 STB 12 STB  2 - - - . - - -  4  1
WFTC    WT STB -3 STB  8 STB 13 STB  9 STB  5    WT STB 16 STB -1 STB 14 STB 12 STB  2 - - - . - - -  4  1
WFTC    WT STB -3 STB  8 STB 13 STB  9 STB  4    WT STB 16 STB -1 STB 14 STB 12 STB  2 - - - . - - -  4  1
WFTC  WFRC STB -4 STB  9 STB 14 STB  8 STB  4  WFRC STB 15 STB  0 STB 13 STB 13 STB  1 - - - . - - -  4  1
WFTC  WFRC STB -4 STB  9 STB 14 STB  8 STB  4  WFRC STB 15 STB  0 STB 13 STB 13 STB  1 - - - . - - -  4  1
WFTC    AT STB -4 STB  9 STB 14 STB  8 STB  4  WFRC STB 15 STB  0 STB 13 STB 13 STB  1 - - - . - - -  4  1
 TR    AT STB -4 SIP  9 STB 14 STB  8 STB  4  WFRC STB 15 STB  0 STB 13 STB 13 STB  1 - - - . - - -  4  1
 TR    AT STB -4 SIP  9 STB 14 STB  8 STB  4  WFRC STB 15 STB  0 STB 13 STB 13 STB  1 2 - - . - - -  4  1
 TR    AT STB -4 SIP  9 SIP 14 STB  8 STB  4  WFRC STB 15 STB  0 STB 13 STB 13 STB  1 2 3 - . - - -  4  1
 TR    AT STB -4 SIP  9 SIP 14 STB  8 STB  4  WFRC STB 15 STB  0 STB 13 SIP 13 STB  1 2 3 - . 9 - -  4  1
 TR    AT STB -4 SIP  9 SIP 14 STB  8 SIP  4  WFRC STB 15 STB  0 STB 13 SIP 13 STB  1 2 3 5 . 9 - -  4  1
 TR    AT STB -4 SIP  9 SIP 14 STB  8 SIP  4    AT STB 15 STB  0 STB 13 SIP 13 STB  1 2 3 5 . 9 - -  4  1
 TR    AT STB -4 SIP  9 SIP 14 STB  8 SIP  4    AT STB 15 STB  0 STB 13 SIP 13 SIP  1 2 3 5 . 9 10 -  4  1
 TR    AT STB -4 SIP  9 SIP 14 STB  8 SIP  4    AT SIP 15 STB  0 STB 13 SIP 13 SIP  1 2 3 5 . 9 10 6  4  1
 TR    WT STB -4 SIP  9 SIP 14 STB  8 SIP  4    AT SIP 15 STB  0 STB 13 SIP 13 SIP  1 2 3 5 . 9 10 6  4  1
 TR    WT STB -4 SIP  9 SIP 14 STB  8 SIP  4    WT SIP 15 STB  0 STB 13 SIP 13 SIP  1 2 3 5 . 9 10 6  4  1
WFTC    WT STB -4 SIP  9 SIP 14 STB  8 SIP  4    WT SIP 15 STB  0 STB 13 SIP 13 SIP  1 2 3 5 . 9 10 6  4  1
WFTC    WT STB -4 DYB  9 DYB 14 STB  8 DYB  4    WT DYB 15 STB  0 STB 13 DYB 13 DYB  1 2 3 5 . 9 10 6  4  1
WFTC    WT STB -4 DYB  9 DYB 14 STB  8 DYB  4    WT DYB 15 STB  0 STB 13 DYB 13 DYB  1 2 3 5 . 9 10 6  4  1
WFTC    WT STB -4 DYB  9 DYB 14 STB  8 DYB  4    WT DYB 15 STB  0 STB 13 DYB 13 DYB  1 2 3 5 . 9 10 6  4  1
WFTC    WT STB -4 DYB  9 DYB 14 STB  8 DYB  4    WT DYB 15 STB  0 STB 13 DYB 13 DYB  1 2 3 5 . 9 10 6  4  1
WFTC    WT STB -4 DYB  9 DYB 14 STB  8 DYB  4    WT DYB 15 STB  0 STB 13 DYB 13 DYB  1 2 3 5 . 9 10 6  4  1
WFTC    WT STB -4 DYB  9 DYB 14 STB  8 DYB  4    WT DYB 15 STB  0 STB 13 DYB 13 DYB  1 2 3 5 . 9 10 6  4  1
WFTC    WT STB -4 DYB  9 DYB 14 STB  8 DYB  4    WT DYB 15 STB  0 STB 13 DYB 13 DYB  1 2 3 5 . 9 10 6  4  2
WFTC    WT STB -4 STB  9 DYB 14 STB  8 DYB  4    WT DYB 15 STB  0 STB 13 STB 13 DYB  1 - - - . - - -  4  2
WFTC    WT STB -4 STB  9 STB 14 STB  8 DYB  4    WT DYB 15 STB  0 STB 13 STB 13 DYB  1 - - - . - - -  5  2
WFTC    WT STB -4 STB  9 STB 14 STB  8 STB  4    WT DYB 15 STB  0 STB 13 STB 13 DYB  1 - - - . - - -  5  2
WFTC    WT STB -4 STB  9 STB 14 STB  8 STB  4    WT DYB 15 STB  0 STB 13 STB 13 STB  1 - - - . - - -  5  2
WFTC    WT STB -4 STB  9 STB 14 STB  8 STB  4    WT DYB 15 STB  0 STB 13 STB 13 STB  1 - - - . - - -  5  2
WFTC  WFRC STB -3 STB  8 STB 13 STB  9 STB  3    WT STB 15 STB  0 STB 13 STB 13 STB  1 - - - . - - -  5  2
WFTC  WFRC STB -3 STB  8 STB 13 STB  9 STB  3    WT STB 15 STB  0 STB 13 STB 13 STB  1 - - - . - - -  5  2
WFTC    AT STB -3 STB  8 STB 13 STB  9 STB  3  WFRC STB 14 STB  1 STB 14 STB 12 STB  0 - - - . - - -  5  2
WFTC    AT STB -3 STB  8 STB 13 STB  9 STB  3  WFRC STB 14 STB  1 STB 14 STB 12 STB  0 - - - . - - -  5  2
 TR    AT STB -3 SIP  8 STB 13 STB  9 STB  3  WFRC STB 14 STB  1 STB 14 STB 12 STB  0 - - - . - - -  5  2
 TR    AT STB -3 SIP  8 STB 13 STB  9 STB  3  WFRC STB 14 STB  1 STB 14 STB 12 STB  0 2 - - . - - -  5  2
 TR    AT STB -3 SIP  8 STB 13 STB  9 STB  3  WFRC STB 14 SIP  1 STB 14 STB 12 STB  0 2 - - . 7 - -  5  2
 TR    AT STB -3 SIP  8 SIP 13 STB  9 STB  3  WFRC STB 14 SIP  1 STB 14 STB 12 STB  0 2 3 - . 7 - -  5  2
 TR    AT STB -3 SIP  8 SIP 13 STB  9 SIP  3  WFRC STB 14 SIP  1 STB 14 STB 12 STB  0 2 3 5 . 7 - -  5  2
 TR    AT STB -3 SIP  8 SIP 13 STB  9 SIP  3    AT STB 14 SIP  1 STB 14 STB 12 STB  0 2 3 5 . 7 - -  5  2
 TR    AT STB -3 SIP  8 SIP 13 STB  9 SIP  3    AT STB 14 SIP  1 STB 14 SIP 12 STB  0 2 3 5 . 7 9 -  5  2
 TR    AT STB -3 SIP  8 SIP 13 STB  9 SIP  3    AT STB 14 SIP  1 STB 14 SIP 12 SIP  0 2 3 5 . 7 9 10  5  2
 TR    WT STB -3 SIP  8 SIP 13 STB  9 SIP  3    AT STB 14 SIP  1 STB 14 SIP 12 SIP  0 2 3 5 . 7 9 10  5  2
 TR    WT STB -3 SIP  8 SIP 13 STB  9 SIP  3    WT STB 14 SIP  1 STB 14 SIP 12 SIP  0 2 3 5 . 7 9 10  5  2
WFTC    WT STB -3 SIP  8 SIP 13 STB  9 SIP  3    WT STB 14 SIP  1 STB 14 SIP 12 SIP  0 2 3 5 . 7 9 10  5  2
WFTC    WT STB -3 DYB  8 DYB 13 STB  9 DYB  3    WT STB 14 DYB  1 STB 14 DYB 12 DYB  0 2 3 5 . 7 9 10  5  2
WFTC    WT STB -3 DYB  8 DYB 13 STB  9 DYB  3    WT STB 14 DYB  1 STB 14 DYB 12 DYB  0 2 3 5 . 7 9 10  5  2
WFTC    WT STB -3 DYB  8 DYB 13 STB  9 DYB  3    WT STB 14 DYB  1 STB 14 DYB 12 DYB  0 2 3 5 . 7 9 10  5  2
WFTC    WT STB -3 DYB  8 DYB 13 STB  9 DYB  3    WT STB 14 DYB  1 STB 14 DYB 12 DYB  0 2 3 5 . 7 9 10  5  2
WFTC    WT STB -3 DYB  8 DYB 13 STB  9 DYB  3    WT STB 14 DYB  1 STB 14 DYB 12 DYB  0 2 3 5 . 7 9 10  5  2
WFTC    WT STB -3 DYB  8 DYB 13 STB  9 DYB  3    WT STB 14 DYB  1 STB 14 DYB 12 DYB  0 2 3 5 . 7 9 10  5  2
WFTC    WT STB -3 DYB  8 DYB 13 STB  9 DYB  3    WT STB 14 DYB  1 STB 14 DYB 12 DYB  0 2 3 5 . 7 9 10  5  1
WFTC    WT STB -3 STB  8 DYB 13 STB  9 DYB  3    WT STB 14 STB  1 STB 14 DYB 12 DYB  0 - - - . - - -  5  1
WFTC    WT STB -3 STB  8 DYB 13 STB  9 DYB  3    WT STB 14 STB  1 STB 14 STB 12 DYB  0 - - - . - - -  5  1
WFTC    WT STB -3 STB  8 DYB 13 STB  9 STB  3    WT STB 14 STB  1 STB 14 STB 12 DYB  0 - - - . - - -  6  1
WFTC    WT STB -3 STB  8 DYB 13 STB  9 STB  3    WT STB 14 STB  1 STB 14 STB 12 STB  0 - - - . - - -  6  1
WFTC    WT STB -3 STB  8 STB 13 STB  9 STB  3    WT STB 14 STB  1 STB 14 STB 12 STB  0 - - - . - - -  6  1
WFTC    WT STB -3 STB  8 STB 13 STB  9 STB  3  WFRC STB 15 STB  0 STB 15 STB 11 STB -1 - - - . - - -  6  1
WFTC    WT STB -3 STB  8 STB 13 STB  9 STB  3  WFRC STB 15 STB  0 STB 15 STB 11 STB -1 - - - . - - -  6  1
WFTC  WFRC STB -2 STB  7 STB 12 STB 10 STB  2  WFRC STB 15 STB  0 STB 15 STB 11 STB -1 - - - . - - -  6  1
 TR  WFRC STB -2 STB  7 STB 12 STB 10 STB  2  WFRC STB 15 STB  0 STB 15 STB 11 STB -1 - - - . - - -  6  1
 TR    AT STB -2 STB  7 STB 12 STB 10 STB  2  WFRC STB 15 STB  0 STB 15 STB 11 STB -1 - - - . - - -  6  1
 TR    AT STB -2 STB  7 STB 12 STB 10 STB  2    AT STB 15 STB  0 STB 15 STB 11 STB -1 - - - . - - -  6  1
 TR    AT STB -2 STB  7 STB 12 STB 10 STB  2    AT STB 15 STB  0 SIP 15 STB 11 STB -1 - - - . 8 - -  6  1
 TR    AT STB -2 STB  7 STB 12 SIP 10 STB  2    AT STB 15 STB  0 SIP 15 STB 11 STB -1 4 - - . 8 - -  6  1
 TR    AT SIP -2 STB  7 STB 12 SIP 10 STB  2    AT STB 15 STB  0 SIP 15 STB 11 STB -1 4 1 - . 8 - -  6  1
 TR    AT SIP -2 STB  7 STB 12 SIP 10 SIP  2    AT STB 15 STB  0 SIP 15 STB 11 STB -1 4 1 5 . 8 - -  6  1
 TR    AT SIP -2 STB  7 STB 12 SIP 10 SIP  2    AT STB 15 STB  0 SIP 15 SIP 11 STB -1 4 1 5 . 8 9 -  6  1
 TR    AT SIP -2 STB  7 STB 12 SIP 10 SIP  2    AT STB 15 STB  0 SIP 15 SIP 11 SIP -1 4 1 5 . 8 9 10  6  1
 TR    WT SIP -2 STB  7 STB 12 SIP 10 SIP  2    AT STB 15 STB  0 SIP 15 SIP 11 SIP -1 4 1 5 . 8 9 10  6  1
 TR    WT SIP -2 STB  7 STB 12 SIP 10 SIP  2    WT STB 15 STB  0 SIP 15 SIP 11 SIP -1 4 1 5 . 8 9 10  6  1
WFTC    WT SIP -2 STB  7 STB 12 SIP 10 SIP  2    WT STB 15 STB  0 SIP 15 SIP 11 SIP -1 4 1 5 . 8 9 10  6  1
WFTC    WT SIP -2 STB  7 STB 12 DYB 10 DYB  2    WT STB 15 STB  0 DYB 15 DYB 11 DYB -1 4 1 5 . 8 9 10  6  1
WFTC    WT DYB -2 STB  7 STB 12 DYB 10 DYB  2    WT STB 15 STB  0 DYB 15 DYB 11 DYB -1 4 1 5 . 8 9 10  6  1
WFTC    WT DYB -2 STB  7 STB 12 DYB 10 DYB  2    WT STB 15 STB  0 DYB 15 DYB 11 DYB -1 4 1 5 . 8 9 10  6  1
WFTC    WT DYB -2 STB  7 STB 12 DYB 10 DYB  2    WT STB 15 STB  0 DYB 15 DYB 11 DYB -1 4 1 5 . 8 9 10  6  1
WFTC    WT DYB -2 STB  7 STB 12 DYB 10 DYB  2    WT STB 15 STB  0 DYB 15 DYB 11 DYB -1 4 1 5 . 8 9 10  6  1
WFTC    WT DYB -2 STB  7 STB 12 DYB 10 DYB  2    WT STB 15 STB  0 DYB 15 DYB 11 DYB -1 4 1 5 . 8 9 10  6  1
WFTC    WT DYB -2 STB  7 STB 12 DYB 10 DYB  2    WT STB 15 STB  0 DYB 15 DYB 11 DYB -1 4 1 5 . 8 9 10  6  2
WFTC    WT DYB -2 STB  7 STB 12 STB 10 DYB  2    WT STB 15 STB  0 STB 15 DYB 11 DYB -1 - - - . - - -  6  2
WFTC    WT DYB -2 STB  7 STB 12 STB 10 DYB  2    WT STB 15 STB  0 STB 15 DYB 11 DYB -1 - - - . - - -  6  2
EOG    WT DYB -2 STB  7 STB 12 STB 10 DYB  2    WT STB 15 STB  0 STB 15 STB 11 DYB -1 - - - . - - -  6  2
Game 2 was won by team 2 by points.
EOG    WT STB -2 STB  7 STB 12 STB 10 DYB  2    WT STB 15 STB  0 STB 15 STB 11 DYB -1 - - - . - - -  6  2
EOG    WT STB -2 STB  7 STB 12 STB 10 DYB  2    WT STB 15 STB  0 STB 15 STB 11 STB -1 - - - . - - -  6  2
EOM    WT STB -2 STB  7 STB 12 STB 10 STB  2    WT STB 15 STB  0 STB 15 STB 11 STB -1 - - - . - - -  6  2
EOM    WT STB -2 STB  7 STB 12 STB 10 STB  2    WT STB 15 STB  0 STB 15 STB 11 STB -1 - - - . - - -  6  2
EOM    WT STB -2 STB  7 STB 12 STB 10 STB  2    WT STB 15 STB  0 STB 14 STB 10 STB -2 - - - . - - -  6  2
Match was won by team 2 (0-2).
EOM  WFRC STB -3 STB  8 STB 13 STB  9 STB  1  WFRC STB 16 STB  1 STB 14 STB 10 STB -2 - - - . - - -  6  2
EOM  WFRC STB -3 STB  8 STB 13 STB  9 STB  1  WFRC STB 16 STB  1 STB 14 STB 10 STB -2 - - - . - - -  6  2
